487,8,5584617147761,26.909
488,9,5584631597162,27.134
489,10,5584648170862,15.782
490,11,5584651400362,26.980
491,12,5584661102062,24.321
492,13,5584677550562,19.748
493,14,5584678737562,20.102
494,15,5584694613363,13.285
495,16,5584697161863,15.855
496,17,5584708119563,10.638
497,18,5584723163963,12.685
498,19,5584729538963,22.288
499,20,5584743196564,24.871
500,21,5584751733264,23.630
501,22,5584767789064,12.333
502,23,5584771372164,22.965
503,24,5584784280464,23.381
504,0,5584799618165,12.894
505,1,5584799938465,26.500
506,2,5584810267765,20.133
507,3,5584819463565,18.212
508,4,5584837775265,13.008
509,5,5584838192665,25.554
510,6,5584847140966,21.592
511,7,5584859605766,19.320
512,8,5584866959666,15.664
513,9,5584877591866,9.724
514,10,5584892692166,9.353
515,11,5584899051867,24.004
516,12,5584908607067,24.985
517,13,5584921712667,21.547
518,14,5584926523467,25.718
519,15,5584942532067,20.300
520,16,5584964260468,25.407
521,17,5584964875368,29.741
522,18,5584988551468,14.500
523,19,5584989300068,21.604
524,20,5584991069568,25.349
525,21,5585004825268,19.274
526,22,5585023931769,28.321
527,23,5585024618569,36.956
528,24,5585039965169,33.145
529,0,5585042575569,39.407
530,1,5585060275869,26.164
531,2,5585069605670,33.794
532,3,5585079674870,29.131
533,4,5585084147370,32.505
534,5,5585092170870,31.974
535,6,5585105702870,35.066
536,7,5585108620870,41.770
537,8,5585117520371,41.985
538,9,5585129436471,36.594
539,10,5585140320371,48.700
540,11,5585146927271,42.130
541,12,5585167879971,31.321
542,13,5585176206572,28.719
543,14,5585197167972,19.902
544,15,5585197412372,36.030
545,16,5585211024772,30.660
546,17,5585211198172,47.353
547,18,5585222604072,44.047
548,19,5585243936173,35.502
549,20,5585244623773,46.207
550,21,5585251425573,47.389
551,22,5585262193473,45.363
552,23,5585272253273,41.772
553,24,5585284351674,37.559
554,0,5585288975474,40.994
555,1,5585302906774,43.694
556,2,5585313125774,40.181
557,3,5585315700674,52.938
558,4,5585336400075,45.976
559,5,5585347255675,40.649
560,6,5585352735675,52.522
561,7,5585370880775,50.491
562,8,5585371258675,55.378
563,9,5585386332475,67.647
564,10,5585390356476,70.715
565,11,5585406464176,63.846
566,12,5585417623476,56.854
567,13,5585425374776,54.970
568,14,5585430064076,61.544
569,15,5585444848777,63.742
570,16,5585453057177,58.501
571,17,5585464240277,63.860
572,18,5585465842977,64.651
573,19,5585476155077,68.194
574,20,5585485975377,61.520
575,21,5585501888378,57.908
576,22,5585510335778,53.423
577,23,5585523296378,45.417
578,24,5585528932078,55.836
579,0,5585538260178,51.490
580,1,5585550161278,52.550
581,2,5585560159079,51.321
582,3,5585580821279,39.489
583,4,5585584534579,45.509
584,5,5585590477179,40.843
585,6,5585618659280,24.505
586,7,5585633081480,15.216
587,8,5585634945380,44.859
588,9,5585652693280,36.973
589,10,5585654715080,36.997
590,11,5585654890280,50.091
591,12,5585666921581,46.219
592,13,5585672473281,50.247
593,14,5585691354481,34.511
594,15,5585691695881,49.342
595,16,5585705969581,41.267
596,17,5585706154181,49.451
597,18,5585716871582,46.043
598,19,5585735914182,36.758
599,20,5585736412982,43.177
600,21,5585753503982,33.523
601,22,5585755878682,40.346
602,23,5585780649383,21.340
603,24,5585785347283,29.839
604,0,5585790075783,35.611
605,1,5585802267083,30.318
606,2,5585808630283,27.045
607,3,5585816701183,28.726
608,4,5585826198484,28.398
609,5,5585838301984,24.478
610,6,5585848625384,20.223
611,7,5585860236884,12.658
612,8,5585867700484,10.376
613,9,5585877796984,14.266
614,10,5585894118585,14.222
615,11,5585899638185,13.866
616,12,5585922495385,8.370
617,13,5585922863985,17.057
618,14,5585932627186,15.459
619,15,5585941398586,9.154
620,16,5585953099486,11.629
621,17,5585959113486,17.127
622,18,5585973996586,8.058
623,19,5585983328486,13.861
624,20,5585987273687,16.581
625,21,5586002128687,12.367
626,22,5586016938887,9.479
627,23,5586017952087,14.162
628,24,5586030130987,8.395
629,0,5586040065987,8.214
630,1,5586046861188,9.412
631,2,5586056020588,8.002
632,3,5586066114888,12.425
633,4,5586075795888,20.537
634,5,5586093045488,28.220
635,6,5586097193489,30.615
636,7,5586109093989,34.063
637,8,5586117163789,35.659
638,9,5586127918089,32.206
639,10,5586140729289,24.393
640,11,5586153849290,27.476
641,12,5586156980390,39.764
642,13,5586169567290,33.211
643,14,5586182969390,21.721
644,15,5586196999990,23.112
645,16,5586203197990,23.712
646,17,5586220279491,39.290
647,18,5586260081692,35.088
648,19,5586260389492,48.886
649,20,5586260612892,66.094
650,21,5586265770792,62.045
651,22,5586267016892,91.431
652,23,5586279343892,96.642
653,24,5586281290892,110.085
654,0,5586296340292,118.597
655,1,5586297726492,117.230
656,2,5586312448592,103.204
657,3,5586328684393,100.226
658,4,5586329178893,104.533
659,5,5586341222593,105.791
660,6,5586352551593,96.160
661,7,5586360847293,94.407
662,8,5586399055094,63.900
663,9,5586400736894,66.125
664,10,5586400894094,81.189
665,11,5586401023594,84.851
666,12,5586414783494,87.001
667,13,5586418583594,89.180
668,14,5586425859195,96.235
669,15,5586440036595,85.404
670,16,5586445572295,87.511
671,17,5586460358295,83.562
672,18,5586468798195,79.480
673,19,5586491669096,70.501
674,20,5586493465396,80.439
675,21,5586501134896,87.402
676,22,5586522929296,70.247
677,23,5586528416196,74.500
678,24,5586528909496,89.423
679,0,5586548553197,74.643
680,1,5586563466497,70.670
681,2,5586571068097,82.088
682,3,5586577293697,83.255
683,4,5586577817697,92.671
684,5,5586586339997,90.305
685,6,5586620703898,61.810
686,7,5586620859498,69.715
687,8,5586621805198,75.320
688,9,5586633450898,65.141
689,10,5586642310299,65.520
690,11,5586651194399,63.998
691,12,5586667960599,53.563
692,13,5586668722399,70.299
693,14,5586683216499,55.887
694,15,5586687442099,62.025
695,16,5586699012900,55.789
696,17,5586715357800,46.783
697,18,5586721648300,49.561
698,19,5586727748400,58.771
699,20,5586743355500,46.823
700,21,5586746832300,47.583
701,22,5586757650001,48.417
702,23,5586778230401,40.937
703,24,5586778564301,47.802
704,0,5586789107801,47.939
